5705	В данной дисциплине изучаются технологии извлечение данных, особенности систем хранения и обработки данных, методы анализа данных в киберпространстве. Особое внимание уделяется прикладному значению анализа данных в киберпространстве.
5695	В данном курсе рассмотрены основные разделы постквантовой криптографии, такие как кодовая криптография, криптография на решётках, криптография на многомерных уравнениях, криптография на хэш функциях и изогении на эллиптических кривых.
9550	"Цель дисциплины – сформировать у студентов систему профессиональных знаний о пищевых системах, роли и значении пищевых веществ в питании человека, овладеть общими
закономерностями сохранения или изменения их свойств в процессе хранения и переработки."
4131	В данном курсе студенты изучат интерфейсы в технических системах, принципы сопряжение машина-машина, интерфейс человек-машина.
4734	В курсе даны основные понятия, термины и нормативы, относящиеся к промышленной экологии; рассмотрены экологические проблемы разных отраслей промышленности, затронуты вопросы мониторинга и методов прогнозирования проявления опасных экологических факторов; представлены основные инженерно-технические меры предотвращения загрязнения урбанизированной среды и нормализации ее состояния.
16008	Целью дисциплины является ознакомление обучающихся с основами технологии изготовления различных типов интерференционных оптических покрытий, таких как просветляющие, отражающие, свето- и спеткро- делительные, поляризующие и токопроводящие. Расчётов спектральных характеристик, ознакомление с факторами, влияющими на механическую прочность, влаго и термостойкость. Различными методами формирования сферических и асферических поверхностей:   вакуумными, механическими, молированием, фрезерованием. Определение точностных возможностей того или иного метода. Связь методом с материалом, из которого следует изготовить оптический элемент.
20806	Курс направлен на овладение важными навыками критического мышления с учётом их применения в научных, образовательных и бизнес-проектах, а также в конфликтных ситуациях. Мы рассмотрим способы структурирования данных, затронем важные вопросы эффективной организации знаний. Изучим способы построения рассуждений (доказательство, опровержение, аналогия и т. п.). Уделим внимание месту и роли суждений в структуре аргументации, а также способам оценки их правдоподобия и вероятности. Познакомимся с основами теории игр и стратегического мышления, как с инструментами принятия решений в парадигме критического мышления. Разберёмся в особенностях разнообразных моделей построения диалога и коммуникации.
15768	В курсе освещаются основные достижения искусственного интеллекта в различных сферах человеческой деятельности. Будет рассмотрено применение основных технологий, лежащих в основе ИИ, включая онтологии и графы знаний, машинное обучение, компьютерное зрение, обработка естественного языка и многое другое. Цель курса — дать представления о том, как современные технологии трансформируют сферы деятельности человека: от распознавания речи, биометрии и информационной безопасности, до пассажирских перевозок и сегмента потребительских товаров и услуг.
11556	This course will provide an overview of knowledge of nutritional science, in particular of the latest advances in food science in the field of active and healthy longevity and also advanced technologies of modern manufacturing industry. Studying this course will allow students to gain skills in development of recipes and technologies for the production of specialized foods for various population groups. As a result of studying the discipline students will know how to design a science-based food composition with desirable properties for specialized nutrition.
20692	The aim of the discipline is to form students' knowledge and skills in the field of application of perspective technologies of alternative energy. During realization of discipline, undergraduates will get acquainted with nonconventional energy sources, modern methods of their use, problems and prospects of development of nonconventional energy. Students will also learn methods of calculation of alternative energy installations and evaluation of their efficiency.
21283	В рамках учебного курса вы узнаете, что такое оптическое волокно и как оно работает, а также познакомитесь с технологией его изготовления. Узнаете об основных тенденциях в развитии волоконной оптики и новейших технологиях производства оптического волокна. Познакомитесь с элементной базой световодной фотоники, принципами работы отдельных компонент и областями их применения. Изучите как применяется рассеяние света в волоконной оптике. Кроме этого, большое внимание будет уделено теме - волоконные брэгговские решетки.
3585	"На рубеже тысячелетий одной из важнейших стала проблема осуществления взаимодействия технически развитым обществом, человеком и природой. В результате антропогенной деятельности в окружающую среду поступило и продолжает поступать большое количество различных химических соединений. Многие из них загрязняя среду обитания, взаимодействуют между собой и с составными частями атмосферы, гидросферы, литосферы, тем самым негативно влияя на биосферу в целом.

Основная цель дисциплины  — сформировать целостное представление о процессах миграции и трансформации химических соединений, протекающих в окружающей среде.В ходе освоения курса студенты познакомятся с основными закономерностями функционирования биосферы. Студенты изучат механизмы накопления, миграции и трансформации соединений биогенных и токсичных элементов, которые протекают в атмосфере, гидросфере и верхней части земной коры и оказывающих существенное воздействие на биологические ресурсы планеты."
12689	One of the key courses of the program, which explores in detail the use of transcriptomic, proteomic and epigenetic data to study biological processes.
12732	Курс предназначен для подготовки специалистов, способных разрабатывать, осуществлять технико-экономическое обоснование целесообразности внедрения и управлять процессом внедрения нового продукта на предприятиях транспорта.
18711	This course will provide an overview of knowledge of nutritional science, in particular of the latest advances in food science in the field of active and healthy longevity and also advanced technologies of modern manufacturing industry. Studying this course will allow students to gain skills in development of recipes and technologies for the production of specialized foods for various population groups. As a result of studying the discipline students will know how to design a science-based food composition with desirable properties for specialized nutrition.
11782	В дисциплине «Методология исследования аппаратов баромембранных технологий» описывается сущность,  назначение и теоретические основы баромембранных процессов, а также аппараты и расчеты технологических систем их проведения.
18512	Освоение дисциплины «Управление проектной деятельностью» позволит учащимся инициировать, развивать и коммерциализовывать собственные проекты, а также приобрести  знания и навыки, необходимые для продвижения и  коммерциализации проектов, реализуемых научными коллективами университета/ компаниями. В ходе изучения дисциплины студенты получают знания о различных стадиях работы над проектами, включая инициацию и планирование, исполнение и мониторинг проекта, до его завершения.
11580	Дисциплина напрвлена на осовение общих концепций УРИБ и формирование навыков выполнения частных задач в цикле УРИБ.Пререквизиты по результатам изучения дисциплины:- информационная безопасность в 1 (9) семестре: уязвимости и угрозы ИБ, теоретические модели ИБ, моделирование проблем ИБ бизнес-процессов, виды обеспечения ИБ, метрики качества ИБ, постановка задач исследования проблем ИБ в рамках магистерской подготовки.Постреквизиты: анализ рисков ИБ, управление рисками ИБ, стандарты и лучшие практики по УР ИБ, защита бизнес-процессов.
